SPEI_01_t,SPEI_03_t,SPEI_06_t,SPEI_12_t,SOIL_MOISTURE_t,sm3,sm4,TWS,trendex,lat,lon,mi
0.4586750665,0.20047826883333333,0.22509783191666666,0.6874821483333333,0.39110293733333334,0.008096296340227127,0.012934769193331391,0.8692076949166667,0.33332258702904494,30.5,-9.5,164
-1.3352524875,0.5369007946666666,0.11808655333333333,-0.2819978283333333,-0.28679808583333344,-0.0024981250365575247,0.012934256345033646,0.5322582395833333,0.34924178308718934,30.5,-9.5,168
1.972550242,0.5437775753,-0.38237960899999995,0.021896910400000025,0.2599950461,-0.00662619322538377,0.007179015874862665,-0.27648907280000007,0.3691407781598698,30.5,-9.5,173
0.7652852984615384,0.5400135286153847,0.41419730055,-0.18402525292307692,0.07062577000000002,0.009208909594095677,0.0038542254612995985,-1.7038244268923077,0.3930195722470864,30.5,-9.5,179
1.0418495564,0.3767139567,0.8646021740000001,-0.3321368112,0.38823359049999995,0.0006356269121169933,-0.0027880206704139765,-0.31022795100000006,0.4686357535232722,30.5,-9.5,198
0.3080422271666667,0.6586627441666667,1.1567813395,0.2770509778333333,0.9200722316416666,0.005842911700407655,-0.0010042687257131033,0.2572314625833333,0.4845549495814166,30.5,-9.5,202
0.8556911564666667,0.48736603749999996,-0.18221409608333333,0.9695632941666666,0.6188034557333334,0.018794498095909745,0.017589473476012557,0.8583080683333333,0.35320169060145007,30.5,-8.5,164
-1.4584037300000001,0.3062724191666667,0.07746312416666662,-0.6288067045833333,0.01461155841666667,0.008034776896238327,0.017651500801245362,0.47530630916666666,0.370070295309185,30.5,-8.5,168
1.979725604,0.3828964418,-0.5517888590000001,-0.13574755700000002,-0.159529684,-0.0006198346614837702,0.014969934523105632,-0.3530047533999999,0.39115605119385366,30.5,-8.5,173
1.0146120007692307,0.5882668853846154,0.385838411846154,-0.2893754236923077,0.35532374653846155,-0.0022376019221085897,0.013783192405333877,-1.3151570446153844,0.4164589582554561,30.5,-8.5,179
0.9771282304,0.7584606952,1.003632323,-0.335634428,0.2700901189,-0.005026066303253168,0.008524093031883229,-0.5060724750000001,0.49658483061719705,30.5,-8.5,198
0.9651926774999999,0.9900876666666667,1.5501508411666667,0.7371494645000001,1.4549949038333334,0.015021465718746185,0.010193977504968643,0.43760447833333327,0.5134534353249319,30.5,-8.5,202
1.4377975259166664,0.8568851599999999,0.003886751666666674,1.5503070391666667,3.0243838174166666,0.04648994281888008,0.009959383557240159,0.8826268767500001,0.3715825048476831,30.5,-7.5,164
-0.8611388016666668,0.13812636074999995,0.23983612583333333,-0.6191701371666667,-0.16524759225000002,0.027934460590283067,0.010012604296207428,0.4450866706666665,0.38932896121348354,30.5,-7.5,168
1.9022629722000002,-0.18803974600000006,-0.890961368,-0.528363178,0.032168234000000004,0.019713732600212086,0.009553068876266474,-0.4089718781,0.411512031670734,30.5,-7.5,173
1.2924157581538462,0.9782205623076924,0.5356332876923077,-0.5567720747692307,1.1646257058461538,0.01223050516385299,0.010094836354255676,-0.7904933961538462,0.43813171621943464,30.5,-7.5,179
0.34117143450000004,0.32326466100000006,0.320404394,-0.8561682180000001,-0.26999614499999997,0.0005284264683723394,0.008519659936428059,-0.6130555308500001,0.5224273839569865,30.5,-7.5,198
1.5166996425,1.931448805166667,1.824423220833333,0.9077807084999999,1.8812424245000001,0.012413448343674333,0.009507289777199418,0.595795351,0.5401738403227869,30.5,-7.5,202
1.0783605291666665,0.8494400626666666,0.08300239749999999,1.66290954,2.7387588596666665,0.04060362962385018,0.0028998199850320816,0.91018059925,0.3859347754006674,30.5,-6.5,164
-0.6460589983333334,0.11787573000000004,0.3172306991666667,-0.25688816966666667,-0.3264945475833334,0.03127067101498446,0.0033155344426631927,0.42103091833333334,0.40436668369113016,30.5,-6.5,168
0.8369705845500001,-0.59933347,-1.1897925428,-0.6007994186,0.058894059900000024,0.027396555244922627,0.003594489395618433,-0.4473673481999999,0.42740656905420854,30.5,-6.5,173
1.3390083227846155,1.1186057436923078,0.6732444823076923,-0.42902189738461544,1.0079221595384615,0.023534096777439117,0.00431568977924493,-0.19309825507692308,0.45505443148990266,30.5,-6.5,179
0.4962030476,0.48838589599999993,0.18861466,-0.8116441954,-0.34650767499999996,0.012691910564899433,0.005090015381574636,-0.6400482,0.5426059958696007,30.5,-6.5,198
1.6596804166499999,2.0805718546166663,1.8166940266666667,0.9507398916666666,1.4674205541666667,0.014910653854409858,0.00559586162368457,0.7093289329166668,0.5610379041600635,30.5,-6.5,202
0.9920475341666667,0.839425285,0.02332355750000001,1.6833752265833333,1.1245737274999998,-0.0014570433025558743,-0.0024062078446149826,0.8911277516666667,0.38698955374393645,30.5,-5.5,164
-0.39694809994999997,0.06740692199999998,0.4119969725,-0.046656196,-0.7787738070833333,-0.002719786328574017,-0.00211699617405732,0.37694656925000003,0.40547183732817704,30.5,-5.5,168
0.5919565295,-0.573050483,-1.24574781,-0.5626000679,0.3445746005,-0.002130417898297307,-0.0018882565200328827,-0.4754974983000001,0.4285746918084778,30.5,-5.5,173
0.9131317465769231,0.8212109946153846,0.3822003697876923,-0.631837695,-0.12409570846153845,-0.0037532368531593974,-0.0018815163236397953,0.37361929030769225,0.4562981171848387,30.5,-5.5,179
0.7848374803,0.738109209,0.48352042289999997,-0.32211718050000004,-0.11675267669999997,-0.00825820975005627,-0.0018430963158607427,-0.6032605150000001,0.5440889642099817,30.5,-5.5,198
1.6824744525833333,2.097419808833333,1.87325419,1.2216718116666667,0.1799491225,-0.008960572692255184,-0.0019007567316293716,0.7508428264166664,0.5625712477942222,30.5,-5.5,202
1.0603444325,0.5665942055833333,-0.22350917083333335,1.1615029703333333,0.82550365275,-0.010769191624907155,-0.01066048194964727,0.7700435962500001,0.36011560920255953,30.5,-4.5,164
-0.5248815916666667,0.09861699833333337,0.3512622791666667,-0.30407402116666665,-0.6177239576666667,-0.009857431558581691,-0.010084475080172219,0.28492076266666666,0.3773144166328946,30.5,-4.5,168
-0.10252337431999997,-0.549619443,-1.3001135819999998,-0.527987982,0.9034611339999999,-0.007800168404355646,-0.009192187339067459,-0.5070694755999999,0.39881292592081347,30.5,-4.5,173
0.5701282815384616,0.6557782776923077,0.042672055999999986,-0.7485872976923077,-0.1736199746923077,-0.009072384976137143,-0.00994183925481943,0.8077802935384617,0.4246111370663161,30.5,-4.5,179
0.6602663842000001,0.634887328,0.16600706079999994,-0.1594711613,-0.09431581320000001,-0.012087388802319764,-0.010250770673155787,-0.534042695,0.5063054723604077,30.5,-4.5,198
1.6893945000000001,2.2120570219999998,1.6799466862999999,1.17758194675,-0.27923563833333337,-0.014089976825440925,-0.011421077574292816,0.6923815494666667,0.5235042797907428,30.5,-4.5,202
0.37048079930833333,0.4993167591666666,-0.24195904616666675,1.0025978889333333,0.6083654980833333,-0.006740384890387453,-0.0037689320743083954,0.5200837845833334,0.2942417830237778,30.5,-3.5,164
-0.5875145096363636,0.018098557272727245,0.4194610041818182,-0.04256203636363637,-0.8145112481818182,-0.006507508795369758,-0.00358696146444841,0.09810664869090902,0.30825697696169346,30.5,-3.5,168
-0.4687508966,-0.6395334610000001,-1.2914000300000001,-0.413605504,-0.41961012,-0.003754175454378131,-0.003366314619779584,-0.5626110312999999,0.3257759693840881,30.5,-3.5,173
0.03971195500000001,0.8318033271666667,0.25186401166666667,-0.5436368046666666,-0.5717452220833332,-0.005866762095441423,-0.0035880549500385966,1.0583739367083334,0.3467987602909616,30.5,-3.5,179
0.7579468528600001,0.6367516005,0.29369524739999997,-0.11214934799999995,-0.22979266839999998,-0.006841542944312093,-0.004751975834369662,-0.4786176433,0.41337093149606113,30.5,-3.5,198
1.4830205061666666,1.8399095291666665,1.2865187383333334,0.8078346725000001,0.5629046383333334,-0.009080770735939346,-0.0052858038494984355,0.5146999496666667,0.4273861254339768,30.5,-3.5,202
0.12444685966666665,0.49952519466666667,-0.1388498741666666,0.759093817,1.1768196019166668,-0.013559040846303105,-0.007870842392245933,0.1797253571666667,0.1762852194900898,30.5,-2.5,164
-0.43697257916666665,-0.1601454833916667,0.5835542039999999,-0.040444755000000054,-0.7356694758333333,-0.012953370809555054,-0.007541389515002564,-0.12042787275000005,0.18470444783050594,30.5,-2.5,168
-0.599099733,-0.695272996,-1.2808248186,-0.36949010489999995,-0.4216944716,-0.009917657915502788,-0.007229587063193321,-0.663739107,0.1952284832560261,30.5,-2.5,173
0.20262944923076923,1.1814898638461537,0.6044149292307692,-0.48581642638461536,-0.422913253076923,-0.012154638337401245,-0.008006203919649124,1.1074711569230768,0.20785732576665028,30.5,-2.5,179
0.9282311811299999,0.9451547899999999,0.763707671,0.2046259666,-0.2236308874,-0.009956748969852925,-0.010603679716587072,-0.47553617869999987,0.24784866038362688,30.5,-2.5,198
1.26550140175,1.7423180341666666,1.5132586211666665,0.8932544891666666,0.2980498366666667,-0.013404187203074496,-0.01149023914088805,0.21863960166666663,0.256267888724043,30.5,-2.5,202
-0.7057850354166666,0.0358078595,-0.76974747125,0.21676206453333335,0.04745467058333336,-0.009698070275286831,-0.0007692184299230576,-0.15993849108333336,0.03177338092033853,30.5,-1.5,164
-0.6075991125,-0.2629635283333333,0.1557375691666667,-0.5273451754166667,-0.7033339871666666,-0.009602311377724014,-0.0007187941422065053,-0.42231442416666676,0.03329084988279111,30.5,-1.5,168
-0.745689434,-0.7094357029999999,-1.364646669,-0.7273810679999999,-0.33236260059999995,-0.007564892992377281,-0.0007332794368267032,-0.819020721,0.035187686085856824,30.5,-1.5,173
0.14615413769230773,0.7151674561538462,0.06542138107692308,-1.0029812334307693,0.2839953931153846,-0.009037427890759245,-0.0008689308395752604,1.0115036046153847,0.03746388952953569,30.5,-1.5,179
0.5248047239,0.6267980980000001,0.5745566006,-0.10983580300000001,-0.2712048309999999,-0.009638449549674986,-0.0014228150248527527,-0.5305447819999999,0.044671867101185425,30.5,-1.5,198
0.8966198460833333,1.2101523980833333,0.9127545764999999,0.3735094155833334,-0.12886975200000006,-0.013316563330590725,-0.0015254393219947815,-0.16148882999999992,0.046189336063638,30.5,-1.5,202
-1.0133225991666666,-0.16884648033333335,-0.9252967633333332,-0.27154028499999994,-0.17807044833333335,-0.004459599498659372,-0.0010263267904520035,-0.4205906549999999,-0.1181740222737796,30.5,-0.5,164
-0.6489713815833333,-0.2679094949166667,-0.020673500041666654,-0.7195278166666667,-0.6937766991666666,-0.004170216619968414,-0.0010030471409360545,-0.7313366216666666,-0.12381791051526829,30.5,-0.5,168
